Age,Gender,Education,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,StockOptionLevel,PercentSalaryHike,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,TrainingTimesLastYear,OverTime,NumCompaniesWorked,JobInvolvement,AvgSatisfaction,PromotionRate,IncomePerLevel,ExperienceRatio,PoorWorkLife,CareerStagnation,Department_IT,Department_Marketing,Department_Operations,Department_R&D,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Marketing Manager,JobRole_Marketing Specialist,JobRole_Operations Manager,JobRole_Operations Specialist,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,JobRole_Software Engineer,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,AgeGroup_26-35,AgeGroup_36-45,AgeGroup_46+,IncomeGroup_Medium,IncomeGroup_High,IncomeGroup_Very High,TenureGroup_3-5,TenureGroup_6-10,TenureGroup_10+,Attrition
1.6078394867787913,0.9511897312113419,-0.33396557359234347,2.3236778368293693,-0.17672810174935008,1.4409871514000778,-0.4945101882153983,-0.546417030546817,2.4942788371743627,0.7679565238953413,-1.2069882606395923,0.6454463079733365,-0.6663873323748751,1.2897380073417728,1.30681576814207,-0.7146221038400035,-1.164562213006303,0.3497454803462012,1.5293456651803772,0.8996129158194629,0.20792314010508733,0.565168380629399,0.0025120429705081412,0.01832752930877567,-0.4281877241098792,-0.3493130907132146,-0.07088812050083358,-0.4968730149821545,-0.3008530220792543,-0.2759287396358131,-0.6445371727220421,-0.5881284045074047,-0.21325643325617105,-0.2816572649422791,1.610555924624543,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,-0.412643932014561,2.006271573875457,-0.34160588992473107,-0.4968730149821545,-0.9636598510794404,1.0523694976273088,-0.5058527158894024,0.8327545266216244,-1.0025031328271852,2.3804761428476167,-0.09793424119368432,-0.9360409221182188,3.456151590826164,-0.09258979095890332,1.6308440553984194,-0.48982201304528183,-0.23301557297375378,1
0.01552506560643054,-1.0513149660756937,-1.2733905344709464,1.2009925671932444,0.10603686104961005,0.724345524444923,2.3763762455459854,2.012913323302443,0.6659498188105255,0.7679565238953413,-1.4691348123341337,0.35894736419113094,-0.6663873323748751,1.2897380073417728,1.30681576814207,0.28067330540791224,0.0655008585609563,-0.9331356946971782,1.5293456651803772,-0.7924489948127558,1.2922680689451786,1.077444275149589,-0.5162180221073379,-0.8597290677804621,0.11601453667952949,-0.3493130907132146,-0.07088812050083358,-0.4968730149821545,-0.3008530220792543,-0.2759287396358131,1.5515008944740132,-0.5881284045074047,-0.21325643325617105,3.550414366925464,-0.6209036176332235,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,-0.412643932014561,2.006271573875457,-0.34160588992473107,-0.4968730149821545,-0.9636598510794404,1.0523694976273088,-0.5058527158894024,0.8327545266216244,0.997503117202112,-0.42008402520840293,-0.09793424119368432,1.0683293607901725,-0.2893391605432904,-0.09258979095890332,1.6308440553984194,-0.48982201304528183,-0.23301557297375378,0
-1.099095029214222,0.9511897312113419,-0.33396557359234347,-1.0443779720790052,-1.0250229901462304,-0.708937729465387,-0.4945101882153983,-0.546417030546817,-1.1226883286109381,-0.7239454166492751,0.8901841529167388,-0.21405052337328023,0.32526048365916505,-0.7195909232783212,1.30681576814207,-1.7099175130879192,0.0655008585609563,-0.9331356946971782,1.5293456651803772,-0.7924489948127558,-0.8764217887350039,-0.4593834084109807,-0.9312020741696146,-0.4847069482844427,-1.1143557920617424,-0.3493130907132146,-0.07088812050083358,-0.4968730149821545,-0.3008530220792543,-0.2759287396358131,1.5515008944740132,-0.5881284045074047,-0.21325643325617105,-0.2816572649422791,-0.6209036176332235,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,3.6519744745444234,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,-0.412643932014561,2.006271573875457,-0.34160588992473107,-0.4968730149821545,-0.9636598510794404,1.0523694976273088,1.9768600001322045,-1.20083406097697,-1.0025031328271852,-0.42008402520840293,-0.09793424119368432,-0.9360409221182188,-0.2893391605432904,-0.09258979095890332,-0.6131794126420613,-0.48982201304528183,-0.23301557297375378,0
-0.7806321449797499,0.9511897312113419,1.5448843481648624,0.07830729755711968,-0.17672810174935008,1.4409871514000778,-0.4945101882153983,0.733248146377813,-0.16828674384064987,0.7679565238953413,-0.9448417089450509,0.6454463079733365,1.316908299693205,0.2850735420317258,-1.9345627390313163,0.28067330540791224,0.0655008585609563,-0.9331356946971782,1.5293456651803772,0.3355922789420567,-1.9607667175750951,0.05289248610920918,0.0025120429705081412,-0.6469761346048357,0.0006673183600352567,2.862761306649678,-0.07088812050083358,2.0125866566448884,-0.3008530220792543,-0.2759287396358131,-0.6445371727220421,-0.5881284045074047,-0.21325643325617105,-0.2816572649422791,-0.6209036176332235,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,1.5184811898627333,-0.412643932014561,-0.49843700774184263,-0.34160588992473107,-0.4968730149821545,1.0377105561468116,-0.9502365872962092,-0.5058527158894024,0.8327545266216244,-1.0025031328271852,-0.42008402520840293,-0.09793424119368432,1.0683293607901725,-0.2893391605432904,-0.09258979095890332,1.6308440553984194,-0.48982201304528183,-0.23301557297375378,0
1.1301451604270831,-1.0513149660756937,0.6054593872862595,1.2009925671932444,0.38880182384857015,1.4409871514000778,-0.4945101882153983,3.2925785002270733,1.4568541462126874,0.7679565238953413,0.6280376012221974,2.5076894425576723,-0.6663873323748751,0.2850735420317258,1.30681576814207,0.28067330540791224,0.0655008585609563,0.3497454803462012,-0.6538744135924667,-0.22842835793534955,0.20792314010508733,0.565168380629399,0.6249881210639233,0.18456329573922275,0.12455877507356618,-0.3493130907132146,-0.07088812050083358,-0.4968730149821545,-0.3008530220792543,-0.2759287396358131,-0.6445371727220421,1.7003089671167377,-0.21325643325617105,-0.2816572649422791,-0.6209036176332235,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,3.34591122883132,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,-0.412643932014561,-0.49843700774184263,-0.34160588992473107,-0.4968730149821545,-0.9636598510794404,1.0523694976273088,-0.5058527158894024,0.8327545266216244,-1.0025031328271852,2.3804761428476167,-0.09793424119368432,1.0683293607901725,-0.2893391605432904,-0.09258979095890332,1.6308440553984194,-0.48982201304528183,-0.23301557297375378,0
-0.6214007028625138,-1.0513149660756937,-1.2733905344709464,0.07830729755711968,-0.17672810174935008,-0.708937729465387,-0.4945101882153983,-0.546417030546817,-0.4093450609402038,0.7679565238953413,-0.4205486055559681,-0.6437989390465886,-0.6663873323748751,0.2850735420317258,-1.9345627390313163,1.2759687146558278,1.2955639301282154,0.3497454803462012,-0.6538744135924667,0.8996129158194629,0.20792314010508733,-0.4593834084109807,0.0025120429705081412,-1.1244081405786144,-0.04393360605683589,-0.3493130907132146,-0.07088812050083358,-0.4968730149821545,-0.3008530220792543,-0.2759287396358131,1.5515008944740132,-0.5881284045074047,-0.21325643325617105,-0.2816572649422791,1.610555924624543,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,-0.412643932014561,-0.49843700774184263,-0.34160588992473107,2.0125866566448884,-0.9636598510794404,1.0523694976273088,-0.5058527158894024,0.8327545266216244,-1.0025031328271852,-0.42008402520840293,-0.09793424119368432,-0.9360409221182188,-0.2893391605432904,-0.09258979095890332,1.6308440553984194,-0.48982201304528183,-0.23301557297375378,0
-0.7806321449797499,-1.0513149660756937,-0.33396557359234347,-1.0443779720790052,0.6715667866475303,2.157628778355233,2.3763762455459854,0.733248146377813,-0.713398980544626,0.7679565238953413,-0.4205486055559681,-0.07080105148217744,-1.6580351484089153,1.2897380073417728,0.22635626575094125,1.2759687146558278,1.2955639301282154,-0.2916951071754885,-0.6538744135924667,-0.7924489948127558,-0.8764217887350039,0.565168380629399,-0.3087259960761995,1.1365425221521952,1.1156904287818132,-0.3493130907132146,-0.07088812050083358,2.0125866566448884,-0.3008530220792543,-0.2759287396358131,-0.6445371727220421,-0.5881284045074047,-0.21325643325617105,-0.2816572649422791,-0.6209036176332235,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,2.4233968378449653,-0.49843700774184263,-0.34160588992473107,-0.4968730149821545,1.0377105561468116,-0.9502365872962092,-0.5058527158894024,0.8327545266216244,-1.0025031328271852,-0.42008402520840293,-0.09793424119368432,-0.9360409221182188,-0.2893391605432904,-0.09258979095890332,-0.6131794126420613,2.0415578993334353,-0.23301557297375378,0
-0.3029378186280416,-1.0513149660756937,0.6054593872862595,0.07830729755711968,-0.4594930645483102,0.724345524444923,-0.4945101882153983,-0.546417030546817,-0.11512282496370896,-0.7239454166492751,-1.9934279157232164,-0.07080105148217744,1.316908299693205,0.2850735420317258,0.22635626575094125,-0.7146221038400035,0.0655008585609563,0.3497454803462012,-0.6538744135924667,1.4636335526968691,0.20792314010508733,0.565168380629399,-0.3087259960761995,-0.5416814625924918,-0.4536013562562446,-0.3493130907132146,-0.07088812050083358,2.0125866566448884,-0.3008530220792543,-0.2759287396358131,-0.6445371727220421,-0.5881284045074047,-0.21325643325617105,-0.2816572649422791,-0.6209036176332235,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,-0.412643932014561,2.006271573875457,-0.34160588992473107,-0.4968730149821545,1.0377105561468116,-0.9502365872962092,-0.5058527158894024,0.8327545266216244,0.997503117202112,-0.42008402520840293,-0.09793424119368432,1.0683293607901725,-0.2893391605432904,-0.09258979095890332,-0.6131794126420613,-0.48982201304528183,-0.23301557297375378,0
-1.5767893555659303,-1.0513149660756937,-0.33396557359234347,0.07830729755711968,-0.7422580273472703,-0.708937729465387,-0.4945101882153983,-0.546417030546817,-0.27170149014921985,-0.7239454166492751,-0.4205486055559681,-0.5005494671554858,-0.6663873323748751,-0.7195909232783212,-0.8541032366401875,-0.7146221038400035,-2.394625284573562,1.6326266553895805,-0.6538744135924667,-0.22842835793534955,-0.8764217887350039,-1.4839351974513604,-0.6199640351229071,-0.8517959075603541,-0.6448723771473098,-0.3493130907132146,-0.07088812050083358,-0.4968730149821545,-0.3008530220792543,-0.2759287396358131,-0.6445371727220421,1.7003089671167377,-0.21325643325617105,-0.2816572649422791,1.610555924624543,-0.20478770639059615,-0.21132718694608071,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,-0.6585527740981746,2.4233968378449653,-0.49843700774184263,-0.34160588992473107,-0.4968730149821545,-0.9636598510794404,1.0523694976273088,-0.5058527158894024,0.8327545266216244,-1.0025031328271852,-0.42008402520840293,-0.09793424119368432,1.0683293607901725,-0.2893391605432904,-0.09258979095890332,-0.6131794126420613,-0.48982201304528183,-0.23301557297375378,1
1.7670709288960273,0.9511897312113419,-0.33396557359234347,1.2009925671932444,0.10603686104961005,0.0077038974897679436,-0.4945101882153983,0.733248146377813,0.7453315606952728,0.7679565238953413,0.36589104952765605,0.07244842040892535,-0.6663873323748751,0.2850735420317258,0.22635626575094125,1.2759687146558278,0.0655008585609563,0.9911860678678909,-0.6538744135924667,0.8996129158194629,1.2922680689451786,0.565168380629399,0.31375008201721577,-0.7549151933572159,-0.22233730372432026,-0.3493130907132146,-0.07088812050083358,-0.4968730149821545,3.323882183694894,-0.2759287396358131,-0.6445371727220421,-0.5881284045074047,-0.21325643325617105,-0.2816572649422791,-0.6209036176332235,-0.20478770639059615,4.7319988234885555,-0.19738550848793063,-0.18545508016703688,-0.28010320479845663,-0.27382447686049294,-0.2988722448411419,-0.3149652008851418,-0.2759287396358131,1.5184811898627333,-0.412643932014561,-0.49843700774184263,-0.34160588992473107,-0.4968730149821545,-0.9636598510794404,-0.9502365872962092,-0.5058527158894024,-1.20083406097697,-1.0025031328271852,2.3804761428476167,-0.09793424119368432,1.0683293607901725,-0.2893391605432904,-0.09258979095890332,1.6308440553984194,-0.48982201304528183,-0.23301557297375378,0
